site,borough,crashes,observed_rate,expected_rate,base_rate,excess,excess_z,excess_lower_95,latitude,longitude,top_factors
ANTHONY AVENUE @ EAST TREMONT AVENUE,BRONX,32,0.5,0.4565,0.3418,0.0233,0.3148,-0.1218,40.84869,-73.90329,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
EAST 125 STREET @ LEXINGTON AVENUE,MANHATTAN,44,0.3864,0.3699,0.3427,-0.0037,-0.0618,-0.1219,40.804375,-73.93742,Driver Inattention/Distraction; Traffic Control Disregarded
3 AVENUE @ EAST 37 STREET,MANHATTAN,45,0.3333,0.3084,0.3345,0.0048,0.0742,-0.1221,40.747627,-73.976746,Driver Inattention/Distraction; Passing Or Lane Usage Improper
CYPRESS AVENUE @ CYPRESS HILLS STREET,QUEENS,52,0.4423,0.4265,0.3593,-0.0043,-0.0718,-0.1222,40.692314,-73.88268,Following Too Closely; Driver Inattention/Distraction
WESTCHESTER AVENUE @ WHITE PLAINS ROAD,BRONX,55,0.5273,0.5126,0.3409,-0.0055,-0.0922,-0.1223,40.832897,-73.862274,Driver Inattention/Distraction; Alcohol Involvement
NEW LOTS AVENUE @ PENNSYLVANIA AVENUE,BROOKLYN,46,0.5,0.4757,0.3515,0.0042,0.0647,-0.1224,40.661835,-73.893105,Driver Inattention/Distraction; Following Too Closely
108 STREET @ HORACE HARDING EXPRESSWAY,QUEENS,93,0.4194,0.4322,0.3415,-0.0331,-0.7252,-0.1224,40.737682,-73.85206,Driver Inattention/Distraction; Following Too Closely
LENOX AVENUE @ WEST 125 STREET,MANHATTAN,55,0.5273,0.5195,0.3335,-0.0124,-0.2203,-0.1224,40.80777,-73.94549,Driver Inattention/Distraction; Following Too Closely
3 AVENUE @ EAST 149 STREET,BRONX,55,0.5818,0.5789,0.3529,-0.0172,-0.319,-0.123,40.816067,-73.91765,Driver Inattention/Distraction; Traffic Control Disregarded
ADAM CLAYTON POWELL JR BOULEVARD @ WEST 125 STREET,MANHATTAN,28,0.5714,0.5195,0.3681,0.0318,0.4026,-0.123,40.80897,-73.948326,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
65 STREET @ 7 AVENUE,BROOKLYN,67,0.403,0.409,0.3499,-0.0262,-0.5306,-0.123,40.63396,-74.01476,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
4 AVENUE @ 60 STREET,BROOKLYN,25,0.56,0.4971,0.3636,0.0427,0.5047,-0.1231,40.640835,-74.01844,Driver Inattention/Distraction; Following Too Closely
BRADLEY AVENUE @ NORTH GANNON AVENUE,STATEN ISLAND,42,0.4762,0.449,0.3245,0.007,0.1054,-0.1238,40.60855,-74.13216,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
62 DRIVE @ JUNCTION BOULEVARD,QUEENS,26,0.5769,0.5277,0.3799,0.0291,0.3712,-0.1244,40.73195,-73.86343,Driver Inattention/Distraction; Backing Unsafely
ADAMS STREET @ TILLARY STREET,BROOKLYN,116,0.4397,0.4675,0.3607,-0.048,-1.229,-0.1245,40.696198,-73.98877,Following Too Closely; Driver Inattention/Distraction
FOREST AVENUE @ UNION AVENUE,STATEN ISLAND,25,0.64,0.5788,0.3331,0.041,0.4853,-0.1246,40.626217,-74.15783,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
BUSHWICK AVENUE @ EASTERN PARKWAY,BROOKLYN,41,0.5366,0.5076,0.3783,0.0088,0.1291,-0.1248,40.681515,-73.90411,Driver Inattention/Distraction; Other Vehicular
ATLANTIC AVENUE @ SCHENECTADY AVENUE,BROOKLYN,52,0.4038,0.3865,0.3733,-0.0028,-0.0448,-0.1248,40.677563,-73.93309,Driver Inattention/Distraction; Driver Inexperience
138 STREET @ HILLSIDE AVENUE,QUEENS,28,0.4643,0.3977,0.3504,0.0464,0.5307,-0.125,40.704082,-73.81641,Driver Inattention/Distraction; Following Too Closely
EAST 116 STREET @ LEXINGTON AVENUE,MANHATTAN,40,0.525,0.5037,0.3432,0.0011,0.0171,-0.125,40.798622,-73.94163,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
AVENUE Z @ OCEAN PARKWAY,BROOKLYN,40,0.575,0.5468,0.3586,0.0081,0.1187,-0.125,40.58667,-73.966153,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
CHURCH AVENUE @ NEW YORK AVENUE,BROOKLYN,26,0.6154,0.561,0.3529,0.0342,0.4211,-0.125,40.650948,-73.94668,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
EAST HOUSTON STREET @ ESSEX STREET,MANHATTAN,27,0.5185,0.4715,0.3523,0.0269,0.3465,-0.1251,40.72224,-73.9863,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
BUSHWICK AVENUE @ COOPER STREET,BROOKLYN,25,0.52,0.4572,0.358,0.0426,0.4981,-0.1251,40.684937,-73.91014,Driver Inattention/Distraction; Other Vehicular
ATLANTIC AVENUE @ NEVINS STREET,BROOKLYN,42,0.4762,0.4505,0.3689,0.0056,0.0834,-0.1252,40.68609,-73.98266,Following Too Closely; Driver Inattention/Distraction
CLEARVIEW EXPRESSWAY @ UNION TURNPIKE,QUEENS,26,0.5,0.425,0.3556,0.0548,0.597,-0.1252,40.732533,-73.76565,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
BOERUM PLACE @ LIVINGSTON STREET,BROOKLYN,26,0.6154,0.5676,0.3719,0.0276,0.3536,-0.1254,40.690994,-73.98931,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
BOSTON ROAD @ DYRE AVENUE,BRONX,25,0.64,0.5833,0.3363,0.0366,0.4418,-0.1256,40.88471,-73.83131,Failure To Yield Right-Of-Way; Traffic Control Disregarded
BOSTON ROAD @ PELHAM PARKWAY SOUTH,UNKNOWN,27,0.4815,0.419,0.3669,0.0423,0.4933,-0.1257,,,Driver Inattention/Distraction; Other Vehicular
ATLANTIC AVENUE @ FLATBUSH AVENUE,BROOKLYN,107,0.4299,0.454,0.3553,-0.0443,-1.0599,-0.1262,40.68405,-73.97746,Driver Inattention/Distraction; Following Too Closely
BRONX RIVER PARKWAY @ BRUCKNER BOULEVARD,BRONX,30,0.4667,0.4108,0.3345,0.0357,0.4319,-0.1263,40.824562,-73.87259,Driver Inattention/Distraction; Unsafe Lane Changing
BROADWAY @ WEST 145 STREET,MANHATTAN,40,0.575,0.5502,0.3674,0.0047,0.07,-0.1263,40.826427,-73.95045,Driver Inattention/Distraction; View Obstructed/Limited
BERGEN STREET @ FLATBUSH AVENUE,BROOKLYN,29,0.5517,0.5042,0.3804,0.0273,0.3482,-0.1265,40.68087,-73.97515,Driver Inattention/Distraction; Unsafe Lane Changing
EAST BURNSIDE AVENUE @ JEROME AVENUE,BRONX,34,0.5294,0.4895,0.3422,0.0197,0.2635,-0.1271,40.853813,-73.90734,Driver Inattention/Distraction; Turning Improperly
CROSS ISLAND PARKWAY @ JAMAICA AVENUE,QUEENS,38,0.4737,0.43,0.3324,0.0235,0.3058,-0.1273,40.724335,-73.72464,Following Too Closely; Unsafe Speed
EAST 196 STREET @ GRAND CONCOURSE,BRONX,27,0.5926,0.5464,0.3476,0.026,0.3318,-0.1277,40.867878,-73.893005,Driver Inattention/Distraction; Aggressive Driving/Road Rage
NEPTUNE AVENUE @ WEST 5 STREET,BROOKLYN,32,0.625,0.5919,0.3885,0.0129,0.1795,-0.1279,40.579803,-73.97183,Driver Inattention/Distraction; Following Too Closely
JUNCTION BOULEVARD @ LONG ISLAND EXPRESSWAY,QUEENS,30,0.5333,0.4799,0.3706,0.0333,0.4044,-0.1279,40.73428,-73.864624,Driver Inattention/Distraction; Unsafe Speed
7 AVENUE @ WEST 44 STREET,MANHATTAN,26,0.5769,0.5339,0.3573,0.0229,0.2967,-0.1284,40.75734,-73.986015,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
EAST GUN HILL ROAD @ OLINVILLE AVENUE,BRONX,38,0.4737,0.4396,0.3432,0.0139,0.1902,-0.1291,40.877815,-73.868126,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
FARMERS BOULEVARD @ LINDEN BOULEVARD,QUEENS,37,0.5405,0.5119,0.346,0.0084,0.1202,-0.1293,40.691666,-73.76239,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
ATLANTIC AVENUE @ NEW YORK AVENUE,BROOKLYN,26,0.5769,0.524,0.3535,0.0327,0.3955,-0.1295,40.678318,-73.94692,Driver Inattention/Distraction; Traffic Control Disregarded
FOSTER AVENUE @ KINGS HIGHWAY,BROOKLYN,26,0.4615,0.4055,0.371,0.0359,0.4246,-0.1298,40.640015,-73.92575,Driver Inattention/Distraction; Passing Or Lane Usage Improper
CLAREMONT PARKWAY @ CROTONA AVENUE,BRONX,37,0.5405,0.5096,0.3475,0.0108,0.1499,-0.1299,40.83648,-73.897736,Driver Inattention/Distraction; Unsafe Speed
2 AVENUE @ EAST 128 STREET,MANHATTAN,32,0.2812,0.2543,0.3298,0.0068,0.0966,-0.1304,40.80467,-73.93219,Driver Inattention/Distraction; Following Too Closely
WILLIAMSBURG STREET WEST @ WYTHE AVENUE,BROOKLYN,102,0.2647,0.2955,0.3537,-0.051,-1.2524,-0.1307,40.70166,-73.961464,Driver Inattention/Distraction; Passing Or Lane Usage Improper
EAST 161 STREET @ MORRIS AVENUE,BRONX,35,0.4571,0.4253,0.3349,0.0116,0.1596,-0.1312,40.825577,-73.918465,Driver Inattention/Distraction; Passing Or Lane Usage Improper
BOSTON ROAD @ EASTCHESTER ROAD,BRONX,27,0.5556,0.4993,0.3344,0.0361,0.4221,-0.1314,40.877033,-73.846375,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
NOSTRAND AVENUE @ PACIFIC STREET,BROOKLYN,25,0.44,0.3844,0.3822,0.0354,0.4154,-0.1317,40.67765,-73.94977,Driver Inattention/Distraction; Other Vehicular
LENOX ROAD @ NOSTRAND AVENUE,BROOKLYN,26,0.5769,0.5232,0.3753,0.0335,0.3972,-0.1319,40.65415,-73.949936,Failure To Yield Right-Of-Way; Passing Or Lane Usage Improper
DEKALB AVENUE @ EAST GUN HILL ROAD,BRONX,25,0.48,0.4258,0.3482,0.0341,0.4021,-0.132,40.882217,-73.88046,Driver Inattention/Distraction; Passing Too Closely
10 AVENUE @ WEST 207 STREET,MANHATTAN,64,0.4062,0.4152,0.3563,-0.0291,-0.5543,-0.1321,40.864464,-73.918945,Driver Inattention/Distraction; Traffic Control Disregarded
FRANKLIN AVENUE @ FULTON STREET,BROOKLYN,26,0.6538,0.6198,0.3772,0.0139,0.1861,-0.1323,40.681137,-73.955666,Driver Inattention/Distraction; Backing Unsafely
BUSHWICK AVENUE @ MOORE STREET,BROOKLYN,38,0.5,0.486,0.3641,-0.0062,-0.0965,-0.1325,40.704067,-73.93861,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
BEDFORD AVENUE @ FULTON STREET,BROOKLYN,27,0.5185,0.481,0.381,0.0174,0.2264,-0.133,40.68064,-73.95337,Driver Inattention/Distraction; Other Vehicular
FARMERS BOULEVARD @ SOUTH CONDUIT AVENUE,QUEENS,68,0.3824,0.3876,0.3468,-0.0254,-0.4619,-0.1331,40.666695,-73.767136,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
135 AVENUE @ BROOKVILLE BOULEVARD,QUEENS,27,0.5185,0.4578,0.3529,0.0406,0.4576,-0.1332,40.67221,-73.73463,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
8 AVENUE @ WEST 42 STREET,MANHATTAN,56,0.4821,0.4936,0.3572,-0.0316,-0.6092,-0.1333,40.757233,-73.9898,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
BRONX BOULEVARD @ EAST 233 STREET,BRONX,43,0.4186,0.4072,0.3399,-0.0088,-0.1381,-0.1336,40.89466,-73.86137,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
QUEENS BOULEVARD @ SKILLMAN AVENUE,QUEENS,52,0.4615,0.4576,0.3339,-0.0163,-0.2694,-0.1347,40.746033,-73.93441,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
GRAND CENTRAL PARKWAY @ PARSONS BOULEVARD,QUEENS,81,0.4444,0.4564,0.3596,-0.0321,-0.6123,-0.135,40.715717,-73.80778,Driver Inattention/Distraction; Traffic Control Disregarded
212 STREET @ HILLSIDE AVENUE,QUEENS,47,0.383,0.373,0.3488,-0.0102,-0.1599,-0.1352,40.72469,-73.7541,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
EAST 184 STREET @ GRAND CONCOURSE,BRONX,39,0.5385,0.5271,0.336,-0.0088,-0.1368,-0.1355,40.859306,-73.89885,Driver Inattention/Distraction; Other Vehicular
EASTERN PARKWAY @ ROCHESTER AVENUE,BROOKLYN,49,0.5714,0.5591,0.3739,-0.0078,-0.1197,-0.1355,40.668648,-73.928345,Driver Inattention/Distraction; Unsafe Speed
HYLAN BOULEVARD @ REID AVENUE,STATEN ISLAND,31,0.5161,0.4797,0.3278,0.0162,0.2092,-0.1359,40.59415,-74.086586,Failure To Yield Right-Of-Way; Backing Unsafely
ELIOT AVENUE @ WOODHAVEN BOULEVARD,QUEENS,40,0.475,0.4501,0.331,0.0048,0.0662,-0.1363,40.729515,-73.8715,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
BROADWAY @ WEST 96 STREET,MANHATTAN,35,0.5714,0.5557,0.3594,-0.0045,-0.0662,-0.137,40.79465,-73.97179,Driver Inattention/Distraction; Following Too Closely
PELHAM PARKWAY SOUTH @ WILLIAMSBRIDGE ROAD,UNKNOWN,38,0.4474,0.4193,0.36,0.0079,0.1066,-0.1373,,,Driver Inattention/Distraction; Other Vehicular
EAST GUN HILL ROAD @ HOLLAND AVENUE,BRONX,25,0.48,0.4301,0.3457,0.0297,0.348,-0.1376,40.87683,-73.86472,Driver Inattention/Distraction; Following Too Closely
GRAND STREET @ UNION AVENUE,BROOKLYN,40,0.65,0.6404,0.3624,-0.0105,-0.1625,-0.1376,40.710957,-73.951126,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
126 STREET @ ROOSEVELT AVENUE,QUEENS,28,0.6429,0.6018,0.3392,0.0209,0.258,-0.1377,40.755337,-73.843254,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
ATLANTIC AVENUE @ VANWYCK EXPRESSWAY,UNKNOWN,29,0.4483,0.4035,0.365,0.0246,0.2973,-0.1378,,,Traffic Control Disregarded; Failure To Yield Right-Of-Way
AVENUE WEST @ OCEAN PARKWAY,BROOKLYN,40,0.5,0.4796,0.3736,0.0002,0.0028,-0.1379,40.593323,-73.964645,Driver Inattention/Distraction; Traffic Control Disregarded
BRONX PARK AVENUE @ EAST 177 STREET,BRONX,32,0.4375,0.4065,0.3357,0.0108,0.1419,-0.1382,40.838238,-73.876686,Driver Inattention/Distraction; Other Vehicular
UNIVERSITY AVENUE @ WEST FORDHAM ROAD,BRONX,85,0.4941,0.5238,0.3505,-0.0499,-1.1045,-0.1384,40.862747,-73.90494,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
69 STREET @ NORTHERN BOULEVARD,QUEENS,26,0.5385,0.4858,0.3381,0.0325,0.3726,-0.1386,40.75428,-73.89751,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
BRUCKNER BOULEVARD @ EAST TREMONT AVENUE,BRONX,36,0.4167,0.3915,0.3508,0.005,0.0685,-0.1386,40.833282,-73.828357,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
HYLAN BOULEVARD @ NARROWS ROAD SOUTH,STATEN ISLAND,52,0.4231,0.4191,0.3206,-0.0162,-0.2594,-0.1386,40.605427,-74.0762,Driver Inattention/Distraction; Passing Or Lane Usage Improper
FRANCIS LEWIS BOULEVARD @ UNION TURNPIKE,QUEENS,31,0.4839,0.4388,0.3654,0.0249,0.298,-0.1388,40.731777,-73.77011,Driver Inattention/Distraction; Following Too Closely
9 AVENUE @ WEST 46 STREET,MANHATTAN,27,0.5926,0.5587,0.3562,0.0137,0.1759,-0.1393,40.76099,-73.99077,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
LINDEN BOULEVARD @ SNEDIKER AVENUE,BROOKLYN,32,0.4375,0.4056,0.3394,0.0117,0.1518,-0.1397,40.65753,-73.89797,Driver Inattention/Distraction; Traffic Control Disregarded
BURGHER AVENUE @ HYLAN BOULEVARD,STATEN ISLAND,25,0.56,0.4969,0.3285,0.043,0.4607,-0.1398,40.59075,-74.08837,Driver Inattention/Distraction; Turning Improperly
FOREST AVENUE @ SOUTH AVENUE,STATEN ISLAND,27,0.5556,0.5116,0.3298,0.0238,0.2842,-0.1401,40.627365,-74.166565,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
31 STREET @ HOYT AVENUE NORTH,QUEENS,43,0.4186,0.4093,0.3547,-0.0108,-0.1641,-0.1401,40.77077,-73.91727,Driver Inattention/Distraction; Following Too Closely
KISSENA BOULEVARD @ LONG ISLAND EXPRESSWAY,QUEENS,41,0.5122,0.491,0.3814,0.001,0.0139,-0.1403,40.739227,-73.815094,Driver Inattention/Distraction; Following Too Closely
DEVOE AVENUE @ EAST 177 STREET,BRONX,26,0.3462,0.305,0.3434,0.021,0.254,-0.1408,40.838844,-73.87817,Driver Inattention/Distraction; Other Vehicular
AMSTERDAM AVENUE @ WEST 155 STREET,MANHATTAN,26,0.4615,0.4235,0.3611,0.0179,0.2211,-0.1408,40.831566,-73.942986,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
LINDEN BOULEVARD @ MOTHER GASTON BOULEVARD,BROOKLYN,29,0.5172,0.4634,0.3684,0.0336,0.3778,-0.1408,40.65531,-73.903175,Driver Inattention/Distraction; Turning Improperly
MERMAID AVENUE @ STILLWELL AVENUE,BROOKLYN,25,0.6,0.5672,0.3674,0.0127,0.161,-0.1416,40.57698,-73.981575,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
AMSTERDAM AVENUE @ WEST 179 STREET,MANHATTAN,44,0.3182,0.3211,0.3607,-0.0231,-0.3808,-0.1419,40.8468,-73.93185,Driver Inattention/Distraction; Passing Too Closely
HYLAN BOULEVARD @ LINCOLN AVENUE,STATEN ISLAND,48,0.4375,0.4285,0.3397,-0.0112,-0.1678,-0.1423,40.576504,-74.1037,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
HOOK CREEK BOULEVARD @ SUNRISE HIGHWAY,QUEENS,40,0.475,0.4589,0.3574,-0.004,-0.057,-0.1428,40.665558,-73.72985,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
GRAND STREET @ LORIMER STREET,BROOKLYN,25,0.64,0.6227,0.3624,-0.0029,-0.0401,-0.1428,40.711166,-73.9489,Driver Inattention/Distraction; Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
1 AVENUE @ EAST 37 STREET,MANHATTAN,28,0.6071,0.5784,0.3439,0.0086,0.1113,-0.1428,40.74568,-73.97213,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
94 STREET @ GRAND CENTRAL PARKWAY,QUEENS,55,0.4,0.405,0.3551,-0.0252,-0.4191,-0.1431,40.772045,-73.87623,Driver Inattention/Distraction; Unsafe Speed
BROADWAY @ HALSEY STREET,BROOKLYN,25,0.44,0.3974,0.3566,0.0225,0.266,-0.1432,40.68576,-73.915504,Driver Inattention/Distraction; Following Too Closely
COOPER AVENUE @ CYPRESS AVENUE,QUEENS,40,0.425,0.412,0.3544,-0.0071,-0.103,-0.1432,40.694107,-73.89737,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
GRAND CENTRAL PARKWAY @ MAIN STREET,QUEENS,77,0.4026,0.4219,0.3607,-0.0395,-0.7462,-0.1433,40.715637,-73.81636,Driver Inattention/Distraction; Following Too Closely
BRUCKNER BOULEVARD @ EDGEWATER ROAD,BRONX,29,0.4483,0.4123,0.3301,0.0158,0.1942,-0.1433,40.822533,-73.88509,Driver Inattention/Distraction; Following Too Closely
12 AVENUE @ WEST 34 STREET,MANHATTAN,50,0.34,0.3544,0.3448,-0.0345,-0.6218,-0.1434,40.75702,-74.00494,Following Too Closely; Passing Too Closely
3 AVENUE @ EAST 59 STREET,MANHATTAN,55,0.3091,0.3285,0.3326,-0.0396,-0.7439,-0.1438,40.76155,-73.96659,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
HILLSIDE AVENUE @ SPRINGFIELD BOULEVARD,QUEENS,29,0.5517,0.5172,0.3509,0.0143,0.1771,-0.1441,40.72981,-73.74469,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
34 AVENUE @ JUNCTION BOULEVARD,QUEENS,26,0.6154,0.5747,0.355,0.0206,0.2445,-0.1442,40.755028,-73.872696,Driver Inattention/Distraction; Alcohol Involvement
ROCKAWAY AVENUE @ SUTTER AVENUE,BROOKLYN,31,0.5484,0.5214,0.382,0.0068,0.0885,-0.1446,40.667156,-73.9101,Driver Inattention/Distraction; Other Vehicular
ATLANTIC AVENUE @ FRANKLIN AVENUE,BROOKLYN,27,0.5556,0.5251,0.3806,0.0103,0.1305,-0.1448,40.679203,-73.95529,Driver Inattention/Distraction; Reaction To Uninvolved Vehicle
DYCKMAN STREET @ NAGLE AVENUE,MANHATTAN,44,0.3864,0.3861,0.3494,-0.0199,-0.3113,-0.1449,40.86159,-73.92475,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
MAIN STREET @ UNION TURNPIKE,QUEENS,42,0.4762,0.4693,0.3473,-0.0132,-0.1969,-0.145,40.717678,-73.81713,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
130 STREET @ NORTH CONDUIT AVENUE,QUEENS,41,0.4146,0.4129,0.3459,-0.0184,-0.2834,-0.1458,40.66708,-73.81033,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
PENNSYLVANIA AVENUE @ SEAVIEW AVENUE,BROOKLYN,37,0.4595,0.4398,0.364,-0.0005,-0.0066,-0.1471,40.64404,-73.877525,Driver Inattention/Distraction; Following Too Closely
ELIOT AVENUE @ QUEENS BOULEVARD,QUEENS,25,0.48,0.4399,0.3465,0.02,0.2341,-0.1471,40.732582,-73.86806,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
BAY PARKWAY @ CROPSEY AVENUE,BROOKLYN,52,0.4808,0.486,0.381,-0.0254,-0.4087,-0.1473,40.597267,-73.99866,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
BROADWAY @ FLUSHING AVENUE,BROOKLYN,65,0.5231,0.5522,0.3714,-0.0493,-0.9816,-0.1476,40.700726,-73.941935,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
BEDFORD AVENUE @ WILLIAMSBURG STREET WEST,BROOKLYN,27,0.5556,0.529,0.3624,0.0064,0.0813,-0.1477,40.703434,-73.96035,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
CLOVE ROAD @ NARROWS ROAD NORTH,STATEN ISLAND,44,0.4318,0.4226,0.3242,-0.011,-0.1573,-0.1477,40.61135,-74.09847,Driver Inattention/Distraction; Following Too Closely
BRUCKNER BOULEVARD @ WILLIS AVENUE,BRONX,32,0.375,0.3477,0.3492,0.0071,0.0896,-0.1478,40.805817,-73.92503,Driver Inattention/Distraction; Following Too Closely
ARTHUR AVENUE @ EAST FORDHAM ROAD,BRONX,32,0.5,0.4796,0.3353,0.0002,0.003,-0.1478,40.858418,-73.88514,Driver Inattention/Distraction; Other Vehicular
FOREST AVENUE @ WILLOW ROAD WEST,STATEN ISLAND,46,0.4783,0.4735,0.3376,-0.0154,-0.2282,-0.1479,40.624912,-74.146706,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
GRAND CONCOURSE @ MOUNT EDEN PARKWAY,BRONX,27,0.5926,0.5611,0.3663,0.0113,0.1394,-0.148,40.843174,-73.91196,Driver Inattention/Distraction; Traffic Control Disregarded
ASHFORD STREET @ LIBERTY AVENUE,BROOKLYN,26,0.5,0.4477,0.3615,0.0322,0.35,-0.148,40.67601,-73.885666,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
GRAND CENTRAL PARKWAY @ LITTLE NECK PARKWAY,QUEENS,43,0.4419,0.4286,0.3706,-0.0069,-0.0951,-0.1483,40.753086,-73.72211,Driver Inattention/Distraction; Following Too Closely
4 AVENUE @ 9 STREET,BROOKLYN,35,0.4857,0.4907,0.3527,-0.0251,-0.3989,-0.1485,40.670357,-73.98872,Driver Inattention/Distraction; Other Vehicular
METCALF AVENUE @ STORY AVENUE,BRONX,30,0.5667,0.5448,0.3479,0.0017,0.0216,-0.1491,40.82256,-73.87101,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
94 AVENUE @ SUTPHIN BOULEVARD,QUEENS,31,0.5484,0.5249,0.3336,0.0033,0.0424,-0.1492,40.699017,-73.80696,Driver Inattention/Distraction; Following Too Closely
ASHLAND PLACE @ FULTON STREET,BROOKLYN,30,0.5333,0.5215,0.3478,-0.0083,-0.116,-0.1493,40.68787,-73.978355,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
ARCHER AVENUE @ MERRICK BOULEVARD,QUEENS,25,0.56,0.5151,0.3575,0.0248,0.2788,-0.1494,40.704422,-73.792854,Driver Inattention/Distraction; Traffic Control Disregarded
BAY STREET @ VICTORY BOULEVARD,STATEN ISLAND,30,0.4333,0.4129,0.3212,0.0002,0.0028,-0.1495,40.63777,-74.07602,Driver Inattention/Distraction; Unsafe Lane Changing
PENNSYLVANIA AVENUE @ SUTTER AVENUE,BROOKLYN,32,0.4688,0.4466,0.3501,0.002,0.0257,-0.1495,40.66937,-73.89523,Driver Inattention/Distraction; Following Too Closely
LINDEN BOULEVARD @ UTICA AVENUE,BROOKLYN,36,0.4444,0.427,0.3557,-0.0028,-0.0367,-0.1497,40.653805,-73.93061,Driver Inattention/Distraction; Other Vehicular
EAST 61 STREET @ YORK AVENUE,MANHATTAN,30,0.4,0.3754,0.3564,0.0044,0.056,-0.1499,40.75991,-73.95882,Driver Inattention/Distraction; Other Vehicular
LEFFERTS BOULEVARD @ NASSAU EXPRESSWAY,QUEENS,30,0.5,0.4648,0.3434,0.015,0.1785,-0.15,40.66386,-73.82296,Driver Inattention/Distraction; Following Too Closely
ROOSEVELT AVENUE @ UNION STREET,QUEENS,29,0.5172,0.4966,0.36,0.0004,0.0055,-0.1505,40.760464,-73.826546,Failure To Yield Right-Of-Way; Following Too Closely
EAST 170 STREET @ MORRIS AVENUE,BRONX,30,0.5333,0.5084,0.3578,0.0047,0.0596,-0.1506,40.837864,-73.9114,Driver Inattention/Distraction; Unsafe Speed
EAST 167 STREET @ MORRIS AVENUE,BRONX,26,0.5769,0.5425,0.3594,0.0143,0.1698,-0.1508,40.833286,-73.914085,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
AVENUE P @ OCEAN PARKWAY,BROOKLYN,45,0.5778,0.579,0.3719,-0.0214,-0.3237,-0.1509,40.609417,-73.9677,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
CANAL STREET @ VARICK STREET,MANHATTAN,48,0.25,0.2683,0.3574,-0.0384,-0.6689,-0.1511,40.72255,-74.00631,Driver Inattention/Distraction; Following Too Closely
3 AVENUE @ EAST 57 STREET,MANHATTAN,29,0.5517,0.5356,0.3431,-0.004,-0.0534,-0.1511,40.76025,-73.96753,Driver Inattention/Distraction; Driver Inexperience
4 AVENUE @ PROSPECT AVENUE,BROOKLYN,44,0.4773,0.4786,0.3525,-0.0215,-0.3231,-0.1517,40.66551,-73.992775,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
2 AVENUE @ EAST 23 STREET,MANHATTAN,42,0.4286,0.4379,0.3497,-0.0295,-0.4726,-0.1521,40.737885,-73.980905,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
3 AVENUE @ 3 STREET,BROOKLYN,25,0.44,0.4189,0.3578,0.0009,0.0121,-0.1522,40.675076,-73.98801,Driver Inattention/Distraction; Passing Or Lane Usage Improper
